name,industry,region,size,founded,linkedin_url,indeed_url,indeed_reviews,seek_url,seek_reviews,total_reviews,correct,scores,valid_urls
dunlop foams,chemicals,,501-1000,,linkedin.com/company/dunlop-foams,https://au.indeed.com/cmp/Dunlop-Foams/reviews,7,https://www.seek.com.au/companies/dunlop-foams-435779/reviews,7,14,Unknown,"[[0.81, 0, 0, 0, 0.47, 0.18], [0.78, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Dunlop-Foams/reviews', 'https://www.indeed.com/cmp/Dunlop/reviews', 'https://au.indeed.com/cmp/Compass-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/dunlop-foams-435779/reviews']}"
volunteer marine rescue southport,maritime,,1001-5000,1965.0,linkedin.com/company/volunteer-marine-rescue-southport,,0,https://www.seek.com.au/companies/southport-sharks-814928/reviews,13,13,Unknown,"[[0, 0, 0, 0, 0, 0.15], [0.49, 0, 0.18, 0, 0.12, 0]]","{'indeed': ['https://au.indeed.com/cmp/Seaworld/reviews'], 'seek': ['https://www.seek.com.au/companies/southport-sharks-814928/reviews', 'https://www.seek.com.au/companies/yfs-816918/reviews', 'https://www.seek.com.au/companies/er24-436465/reviews']}"
intega group,construction,queensland,1001-5000,,linkedin.com/company/intega-group,https://www.indeed.com/cmp/Integra-Group/reviews,0,https://www.seek.com.au/companies/fkg-group-435887/reviews,26,26,Unknown,"[[0.79, 0.59, 0.43, 0, 0.31, 0.48], [0.57, 0, 0.22, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Integra-Group/reviews', 'https://au.indeed.com/cmp/Integra/reviews', 'https://au.indeed.com/cmp/Integra-Switchboards/reviews', 'https://au.indeed.com/cmp/Integra-Packaging/reviews', 'https://au.indeed.com/cmp/Integrated-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/fkg-group-435887/reviews', 'https://www.seek.com.au/companies/vale-433244/reviews']}"
carechoice,hospital & health care,victoria,1001-5000,2007.0,linkedin.com/company/carechoice,https://au.indeed.com/cmp/Carechoice/reviews,7,https://www.seek.com.au/companies/carechoice-813316/reviews,34,41,Unknown,"[[0.93, 0, 0.72, 0, 0, 0], [0.81, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Carechoice/reviews', 'https://au.indeed.com/cmp/Care-Choice/reviews'], 'seek': ['https://www.seek.com.au/companies/carechoice-813316/reviews']}"
transit systems australia,transportation/trucking/railroad,queensland,5001-10000,1995.0,linkedin.com/company/transit-systems-australia,https://au.indeed.com/cmp/Transit-Systems/reviews,13,https://www.seek.com.au/companies/state-transit-authority-nsw-434362/reviews,56,69,Unknown,"[[0.7, 0, 0, 0, 0, 0], [0, 0, 0.46, 0, 0.29, 0.33]]","{'indeed': ['https://au.indeed.com/cmp/Transit-Systems/reviews'], 'seek': ['https://www.seek.com.au/companies/state-transit-authority-nsw-434362/reviews', 'https://www.seek.com.au/companies/swan-transit-436484/reviews', 'https://www.seek.com.au/companies/cubic-transportation-systems-434923/reviews']}"
queensland government,government administration,queensland,10001+,,linkedin.com/company/queensland-government,https://au.indeed.com/cmp/Queensland-Government/reviews,76,https://www.seek.com.au/companies/queensland-health-432313/reviews,541,617,Unknown,"[[0.89, 0, 0, 0, 0, 0], [0, 0, 0, 0.5, 0.32, 0.15]]","{'indeed': ['https://au.indeed.com/cmp/Queensland-Government/reviews'], 'seek': ['https://www.seek.com.au/companies/queensland-health-432313/reviews', 'https://www.seek.com.au/companies/state-library-of-queensland-437265/reviews', 'https://www.seek.com.au/companies/department-of-transport-n-main-roads-qld-432538/reviews']}"
my pathway,staffing and recruiting,,501-1000,1993.0,linkedin.com/company/my-pathway,https://au.indeed.com/cmp/My-Pathways/reviews,2,https://www.seek.com.au/companies/my-pathway-813584/reviews,23,25,Unknown,"[[0, 0, 0, 0.6, 0, 0], [0.75, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/My-Pathways/reviews'], 'seek': ['https://www.seek.com.au/companies/my-pathway-813584/reviews']}"
brisbane convention & exhibition centre,entertainment,queensland,501-1000,1995.0,linkedin.com/company/brisbane-convention-&-exhibition-centre,https://au.indeed.com/cmp/Brisbane-Convention-and-Exhibition-Centre/reviews,9,https://www.seek.com.au/companies/brisbane-convention-n-exhibition-centre-795807/reviews,21,30,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0, 0.8, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Brisbane-Convention-and-Exhibition-Centre/reviews'], 'seek': ['https://www.seek.com.au/companies/brisbane-convention-n-exhibition-centre-795807/reviews']}"
anz,banking,victoria,10001+,1835.0,linkedin.com/company/anz,,0,https://www.seek.com.au/companies/anz-432303/reviews,656,656,Unknown,"[[0, 0.35, 0, 0, 0, 0], [0, 0.55, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Anz-Banking-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/anz-432303/reviews']}"
public transport authority,transportation/trucking/railroad,,1001-5000,2003.0,linkedin.com/company/public-transport-authority,https://au.indeed.com/cmp/Public-Transport-Authority/reviews,25,https://www.seek.com.au/companies/department-of-transport-n-main-roads-qld-432538/reviews,67,92,Unknown,"[[0, 0, 0, 0, 0, 0.61], [0.5, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Public-Transport-Authority/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-transport-n-main-roads-qld-432538/reviews']}"
vector energy australia,renewables & environment,,1001-5000,1908.0,linkedin.com/company/vector-energy-australia,https://au.indeed.com/cmp/Energyaustralia/reviews,55,https://www.seek.com.au/companies/energy-australia-432734/reviews,178,233,Unknown,"[[0.8, 0, 0, 0, 0.25, 0.27], [0.74, 0, 0, 0, 0, 0.26]]","{'indeed': ['https://au.indeed.com/cmp/Energyaustralia/reviews', 'https://au.indeed.com/cmp/Smart-Energy-d89f6363/reviews', 'https://au.indeed.com/cmp/Essential-Energy/reviews'], 'seek': ['https://www.seek.com.au/companies/energy-australia-432734/reviews', 'https://www.seek.com.au/companies/essential-energy-432927/reviews']}"
strategy one human resources,human resources,victoria,1001-5000,1998.0,linkedin.com/company/strategy-one-human-resources,https://au.indeed.com/cmp/Strategy-One-Human-Resources/reviews,6,,0,6,Unknown,"[[0, 0, 0, 0.66, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Strategy-One-Human-Resources/reviews'], 'seek': []}"
bonds,apparel & fashion,,501-1000,1915.0,linkedin.com/company/bonds,https://au.indeed.com/cmp/Bond-University/reviews,25,https://www.seek.com.au/companies/bonds-435505/reviews,56,81,Unknown,"[[0, 0.5, 0, 0.33, 0, 0], [0.69, 0, 0, 0, 0.33, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bond-University/reviews', 'https://au.indeed.com/cmp/Bonds-Transport-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/bonds-435505/reviews', 'https://www.seek.com.au/companies/bond-university-432959/reviews']}"
department of agriculture and fisheries (queensland),government administration,queensland,1001-5000,,linkedin.com/company/department-of-agriculture-and-fisheries,https://au.indeed.com/cmp/Department-Agriculture-and-Fisheries/reviews,2,https://www.seek.com.au/companies/department-of-agriculture-n-fisheries-qld-795764/reviews,18,20,Unknown,"[[0.76, 0.59, 0, 0, 0, 0], [0.79, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-Agriculture-and-Fisheries/reviews', 'https://au.indeed.com/cmp/Australian-Government-Department-of-Agriculture-and-Water-Resources/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-agriculture-n-fisheries-qld-795764/reviews']}"
bhp billiton,mining & metals,victoria,1001-5000,1851.0,linkedin.com/company/bhp-billiton,https://au.indeed.com/cmp/Bhp/reviews,11,,0,11,Unknown,"[[0.45, 0, 0, 0.28, 0, 0], [0, 0.4, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Bhp/reviews', 'https://au.indeed.com/cmp/Bhp-2/reviews'], 'seek': ['https://www.seek.com.au/companies/bhp-432317/reviews']}"
vivir healthcare - a chandler macleod group business,"health, wellness and fitness",victoria,501-1000,2000.0,linkedin.com/company/vivir,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': []}"
isaca melbourne chapter,information technology and services,,501-1000,1980.0,linkedin.com/company/isaca-melbourne-chapter,https://www.indeed.com/cmp/Isaca/reviews,0,https://www.seek.com.au/companies/melbourne-business-school-434909/reviews,13,13,Unknown,"[[0.46, 0, 0, 0, 0.17, 0], [0.55, 0.33, 0.47, 0.29, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Isaca/reviews', 'https://au.indeed.com/cmp/Lsc/reviews'], 'seek': ['https://www.seek.com.au/companies/melbourne-business-school-434909/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/city-of-melbourne-433188/reviews', 'https://www.seek.com.au/companies/sika-group-814091/reviews']}"
soul,telecommunications,,501-1000,,linkedin.com/company/soul,,0,https://www.seek.com.au/companies/soulfresh-814012/reviews,11,11,Unknown,"[[0, 0, 0, 0.28, 0, 0], [0.55, 0.38, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Soul-Origin-Caf%C3%A9/reviews'], 'seek': ['https://www.seek.com.au/companies/soulfresh-814012/reviews', 'https://www.seek.com.au/companies/soul-pattinson-chemist-434958/reviews']}"
stark,building materials,western australia,1001-5000,,linkedin.com/company/stark,https://www.indeed.com/cmp/Stark/reviews,0,,0,0,Unknown,"[[0.85, 0, 0, 0.35, 0.29, 0], [0, 0.39, 0.3, 0.23, 0.2, 0]]","{'indeed': ['https://www.indeed.com/cmp/Stark/reviews', 'https://www.indeed.com/cmp/Stark-International/reviews', 'https://www.indeed.com/cmp/Stark-Communications/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/wellways-australia-979680/reviews', 'https://www.seek.com.au/companies/interactive-436783/reviews', 'https://www.seek.com.au/companies/aim-hire-880584/reviews']}"
i.contract,human resources,,1001-5000,2001.0,linkedin.com/company/i-contract,https://au.indeed.com/cmp/Concentrix/reviews,25,https://www.seek.com.au/companies/contract-resources-434179/reviews,35,60,Unknown,"[[0.55, 0, 0, 0, 0, 0], [0.59, 0, 0.25, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Concentrix/reviews'], 'seek': ['https://www.seek.com.au/companies/contract-resources-434179/reviews', 'https://www.seek.com.au/companies/queensland-shared-services-433909/reviews']}"
credo group,retail,,501-1000,2003.0,linkedin.com/company/credo-group,https://au.indeed.com/cmp/Credo-Group/reviews,10,https://www.seek.com.au/companies/credo-national-434039/reviews,31,41,Unknown,"[[0.8, 0, 0.53, 0, 0, 0], [0.53, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Credo-Group/reviews', 'https://au.indeed.com/cmp/Credo/reviews'], 'seek': ['https://www.seek.com.au/companies/credo-national-434039/reviews']}"
prixcar services pty ltd,warehousing,victoria,501-1000,1989.0,linkedin.com/company/prixcar-services-pty-ltd,https://au.indeed.com/cmp/Prixcar-Services-Pty-Ltd/reviews,4,https://www.seek.com.au/companies/prixcar-services-436926/reviews,35,39,Unknown,"[[0.78, 0, 0, 0, 0, 0], [0.73, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Prixcar-Services-Pty-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/prixcar-services-436926/reviews']}"
saudis in australia association,non-profit organization management,,501-1000,2010.0,linkedin.com/company/saudis-in-australia-association,https://au.indeed.com/cmp/Saudi-Aramco/reviews,4,,0,4,Unknown,"[[0.53, 0, 0, 0, 0, 0], [0.29, 0.38, 0, 0.28, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Saudi-Aramco/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/the-benevolent-society-434443/reviews', 'https://www.seek.com.au/companies/credit-union-806351/reviews']}"
icg – internal consulting group (global),management consulting,new south wales,1001-5000,2011.0,linkedin.com/company/internal-consulting-group-global-,https://www.indeed.com/cmp/International-Consulting-Group/reviews,0,,0,0,Unknown,"[[0.61, 0.63, 0, 0, 0, 0.36], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Innovative-Consulting-Group/reviews', 'https://www.indeed.com/cmp/International-Consulting-Group/reviews', 'https://www.indeed.com/cmp/Global-Consulting-Group/reviews'], 'seek': []}"
kcgm,mining & metals,,501-1000,,linkedin.com/company/kcgm,https://au.indeed.com/cmp/Kcgm/reviews,19,https://www.seek.com.au/companies/kcgm-433386/reviews,60,79,Unknown,"[[0.81, 0, 0, 0, 0, 0], [0.65, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Kcgm/reviews'], 'seek': ['https://www.seek.com.au/companies/kcgm-433386/reviews']}"
apollo tourism & leisure ltd,retail,queensland,501-1000,2016.0,linkedin.com/company/apollo-tourism-&-leisure-ltd,https://au.indeed.com/cmp/Apollo-Motorhome-Holidays/reviews,4,,0,4,Unknown,"[[0.59, 0, 0, 0.45, 0, 0], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Apollo-Motorhome-Holidays/reviews', 'https://au.indeed.com/cmp/Apollo-Motorhomes-1/reviews'], 'seek': []}"
linx cargo care group,logistics and supply chain,,1001-5000,2016.0,linkedin.com/company/linx-cargo-care-group,,0,https://www.seek.com.au/companies/linx-cargo-care-group-1020737/reviews,24,24,Unknown,"[[0, 0, 0, 0, 0.23, 0], [0.79, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Linx/reviews'], 'seek': ['https://www.seek.com.au/companies/linx-cargo-care-group-1020737/reviews']}"
cavpower,machinery,,501-1000,1972.0,linkedin.com/company/cavpower,https://au.indeed.com/cmp/Cavpower/reviews,4,https://www.seek.com.au/companies/cavpower-435113/reviews,28,32,Unknown,"[[0.91, 0, 0, 0, 0, 0], [0.77, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Cavpower/reviews'], 'seek': ['https://www.seek.com.au/companies/cavpower-435113/reviews']}"
southern cross support services pty ltd,mental health care,queensland,501-1000,2011.0,linkedin.com/company/southern-cross-support-services-pty-ltd,,0,https://www.seek.com.au/companies/southern-cross-support-services-438005/reviews,49,49,Unknown,"[[0, 0, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0]]","{'indeed': [], 'seek': ['https://www.seek.com.au/companies/southern-cross-support-services-438005/reviews']}"
bengalla mining company pty limited,mining & metals,,501-1000,1999.0,linkedin.com/company/bengalla-mining-company-pty-limited,https://au.indeed.com/cmp/Mining-Company/reviews,2,https://www.seek.com.au/companies/bengalla-mining-796837/reviews,8,10,Unknown,"[[0.59, 0, 0, 0, 0], [0, 0.57, 0, 0, 0, 0.24]]","{'indeed': ['https://au.indeed.com/cmp/Mining-Company/reviews'], 'seek': ['https://www.seek.com.au/companies/bengalla-mining-796837/reviews', 'https://www.seek.com.au/companies/mickala-mining-804937/reviews']}"
westnet energy services pty ltd,oil & energy,,501-1000,,linkedin.com/company/westnet-energy-services-pty-ltd,https://au.indeed.com/cmp/Alinta-Energy-1/reviews,47,https://www.seek.com.au/companies/cs-energy-434296/reviews,27,74,Unknown,"[[0, 0.43, 0, 0.27, 0.29, 0], [0, 0.42, 0.26, 0, 0.21, 0.1]]","{'indeed': ['https://au.indeed.com/cmp/Alinta-Energy-1/reviews', 'https://au.indeed.com/cmp/Westralian-1/reviews', 'https://au.indeed.com/cmp/Western-Power/reviews'], 'seek': ['https://www.seek.com.au/companies/cs-energy-434296/reviews', 'https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/electranet-436236/reviews', 'https://www.seek.com.au/companies/iinet-432474/reviews']}"
ansell medical transcription,hospital & health care,victoria,501-1000,,linkedin.com/company/ansell-medical-transcription,https://www.indeed.com/cmp/Ansell-Healthcare/reviews,1,,0,1,Unknown,"[[0.62, 0.42, 0, 0, 0, 0], [0, 0, 0.37, 0, 0, 0]]","{'indeed': ['https://www.indeed.com/cmp/Ansell-Healthcare/reviews', 'https://www.indeed.com/cmp/Ansell/reviews'], 'seek': ['https://www.seek.com.au/companies/ansell-995155/reviews']}"
young guns container crew,logistics and supply chain,,501-1000,2004.0,linkedin.com/company/young-guns-container-crew,https://au.indeed.com/cmp/Young-Guns-Container-Crew/reviews,16,https://www.seek.com.au/companies/young-guns-container-crew-436754/reviews,15,31,Unknown,"[[0.79, 0, 0, 0, 0, 0], [0.83, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Young-Guns-Container-Crew/reviews'], 'seek': ['https://www.seek.com.au/companies/young-guns-container-crew-436754/reviews']}"
eldercare inc,hospital & health care,,1001-5000,1990.0,linkedin.com/company/eldercare-inc,https://au.indeed.com/cmp/Eldercare-6/reviews,16,,0,16,Unknown,"[[0.75, 0, 0, 0, 0, 0.55], [0, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Eldercare-6/reviews', 'https://au.indeed.com/cmp/Eldercare/reviews'], 'seek': []}"
western australian department of parks and wildlife,environmental services,western australia,501-1000,2013.0,linkedin.com/company/western-australian-department-of-environment-and-conservation,https://au.indeed.com/cmp/Department-of-Parks-and-Wildlife/reviews,10,https://www.seek.com.au/companies/department-of-parks-n-wildlife-wa-795940/reviews,3,13,Unknown,"[[0, 0.65, 0, 0, 0, 0], [0, 0.63, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Parks-and-Wildlife/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-parks-n-wildlife-wa-795940/reviews']}"
mecwacare,non-profit organization management,victoria,1001-5000,1959.0,linkedin.com/company/mecwacare,https://au.indeed.com/cmp/Mecwacare/reviews,39,https://www.seek.com.au/companies/mecwacare-435123/reviews,53,92,Unknown,"[[0.92, 0, 0, 0, 0, 0], [0.79, 0, 0.45, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mecwacare/reviews'], 'seek': ['https://www.seek.com.au/companies/mecwacare-435123/reviews', 'https://www.seek.com.au/companies/blue-care-432544/reviews']}"
department of agriculture and food wa - dafwa,government administration,western australia,501-1000,1894.0,linkedin.com/company/department-of-food-and-agriculture-wa,https://au.indeed.com/cmp/Australian-Government-Department-of-Agriculture-and-Water-Resources/reviews,31,https://www.seek.com.au/companies/department-of-agriculture-n-food-wa-436153/reviews,5,36,Unknown,"[[0.6, 0, 0, 0, 0, 0], [0, 0.73, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Australian-Government-Department-of-Agriculture-and-Water-Resources/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-agriculture-n-food-wa-436153/reviews']}"
swanson health asia pacific,"health, wellness and fitness",new south wales,501-1000,2018.0,linkedin.com/company/swanson-health-asia-pacific,https://www.indeed.com/cmp/Swanson-Health-Products/reviews,0,,0,0,Unknown,"[[0.61, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0.2]]","{'indeed': ['https://www.indeed.com/cmp/Swanson-Health-Products/reviews'], 'seek': ['https://www.seek.com.au/companies/health-world-814975/reviews']}"
martinus,construction,,501-1000,2005.0,linkedin.com/company/martinus-rail,https://au.indeed.com/cmp/Martinus-Rail/reviews,7,https://www.seek.com.au/companies/martinus-rail-934986/reviews,6,13,Unknown,"[[0.75, 0, 0, 0, 0, 0], [0.68, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Martinus-Rail/reviews'], 'seek': ['https://www.seek.com.au/companies/martinus-rail-934986/reviews']}"
mantra group,hospitality,queensland,5001-10000,,linkedin.com/company/mantra-group,https://au.indeed.com/cmp/Mantra-Group/reviews,94,https://www.seek.com.au/companies/mantra-group-432855/reviews,154,248,Unknown,"[[0.81, 0.62, 0, 0, 0, 0], [0, 0.73, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Mantra-Group/reviews', 'https://au.indeed.com/cmp/Mantra/reviews'], 'seek': ['https://www.seek.com.au/companies/mantra-group-432855/reviews']}"
san miguel yamamura australasia group,packaging and containers,,501-1000,2013.0,linkedin.com/company/san-miguel-yamamura-australasia-group,,0,,0,0,Unknown,"[[0, 0, 0, 0, 0.26, 0], [0, 0, 0, 0, 0, 0.06]]","{'indeed': ['https://au.indeed.com/cmp/Compass-Group/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews']}"
australian international training and management group,education management,,501-1000,,linkedin.com/company/australian-international-training-and-management-group,https://au.indeed.com/cmp/Lifetime-International-Training-College/reviews,2,https://www.seek.com.au/companies/major-training-group-814649/reviews,20,22,Unknown,"[[0, 0.34, 0, 0.36, 0.42, 0], [0.32, 0.32, 0.43, 0, 0, 0.06]]","{'indeed': ['https://au.indeed.com/cmp/Concentrix/reviews', 'https://au.indeed.com/cmp/Major-Training-Group/reviews', 'https://au.indeed.com/cmp/Lifetime-International-Training-College/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/help-enterprises-435644/reviews', 'https://www.seek.com.au/companies/major-training-group-814649/reviews', 'https://www.seek.com.au/companies/griffith-university-432358/reviews']}"
motorama group,automotive,queensland,501-1000,1959.0,linkedin.com/company/motorama-group,https://au.indeed.com/cmp/Motorama-Group/reviews,2,https://www.seek.com.au/companies/motorama-813540/reviews,32,34,Unknown,"[[0.84, 0.68, 0, 0, 0, 0], [0.66, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Motorama-Group/reviews', 'https://au.indeed.com/cmp/Motorama/reviews'], 'seek': ['https://www.seek.com.au/companies/motorama-813540/reviews']}"
simonds homes,construction,,501-1000,1949.0,linkedin.com/company/simonds-homes,https://au.indeed.com/cmp/Simonds-Homes/reviews,14,https://www.seek.com.au/companies/simonds-homes-433817/reviews,48,62,Unknown,"[[0.83, 0, 0, 0, 0, 0], [0.8, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Simonds-Homes/reviews'], 'seek': ['https://www.seek.com.au/companies/simonds-homes-433817/reviews']}"
anglicare sydney,non-profit organization management,new south wales,1001-5000,1856.0,linkedin.com/company/anglicare-sydney,https://au.indeed.com/cmp/Anglicare-Sydney/reviews,31,https://www.seek.com.au/companies/anglicare-sydney-432585/reviews,17,48,Unknown,"[[0.73, 0.81, 0, 0, 0, 0], [0, 0.78, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Anglicare/reviews', 'https://au.indeed.com/cmp/Anglicare-Sydney/reviews'], 'seek': ['https://www.seek.com.au/companies/anglicare-sydney-432585/reviews']}"
ae smith - a spotless company,construction,,501-1000,1898.0,linkedin.com/company/ae-smith-&-son-pty-ltd,https://au.indeed.com/cmp/Ae-Smith-and-Sons/reviews,2,https://www.seek.com.au/companies/ae-smith-435877/reviews,35,37,Unknown,"[[0.45, 0.46, 0, 0, 0, 0], [0.52, 0, 0, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Ae-Smith/reviews', 'https://au.indeed.com/cmp/Ae-Smith-and-Sons/reviews'], 'seek': ['https://www.seek.com.au/companies/ae-smith-435877/reviews']}"
queensland corrective services,government administration,queensland,5001-10000,,linkedin.com/company/queensland-corrective-services,https://au.indeed.com/cmp/Queensland-Corrective-Services/reviews,12,,0,12,Unknown,"[[0, 0.82, 0, 0, 0, 0], [0, 0, 0.3, 0, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Queensland-Corrective-Services/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-justice-n-attorney-general-qld-434561/reviews']}"
victorian department of primary industries,government administration,,1001-5000,2002.0,linkedin.com/company/victorian-department-of-primary-industries,https://au.indeed.com/cmp/Department-of-Primary-Industries-1/reviews,17,https://www.seek.com.au/companies/department-of-primary-industries-nsw-433426/reviews,11,28,Unknown,"[[0.76, 0.54, 0, 0, 0.24, 0], [0, 0.71, 0.32, 0.25, 0, 0]]","{'indeed': ['https://au.indeed.com/cmp/Department-of-Primary-Industries-1/reviews', 'https://au.indeed.com/cmp/Victorian-Government/reviews', 'https://au.indeed.com/cmp/Service-Stream/reviews'], 'seek': ['https://www.seek.com.au/companies/department-of-primary-industries-nsw-433426/reviews', 'https://www.seek.com.au/companies/agriculture-victoria-795598/reviews', 'https://www.seek.com.au/companies/state-revenue-office-victoria-795659/reviews']}"
ttoc pty ltd australia,wholesale,victoria,501-1000,1998.0,linkedin.com/company/ttoc-pty-ltd-australia,,0,,0,0,Unknown,"[[0.37, 0.34, 0.2, 0, 0.39, 0], [0.3, 0.32, 0, 0.27, 0.19, 0.14]]","{'indeed': ['https://au.indeed.com/cmp/Ttec/reviews', 'https://au.indeed.com/cmp/Programmed/reviews', 'https://au.indeed.com/cmp/Probe-Group/reviews', 'https://au.indeed.com/cmp/Mobility-Australia-Pty-Ltd/reviews'], 'seek': ['https://www.seek.com.au/companies/seek-432600/reviews', 'https://www.seek.com.au/companies/pathtech-946999/reviews', 'https://www.seek.com.au/companies/otraco-436655/reviews', 'https://www.seek.com.au/companies/otoc-436803/reviews', 'https://www.seek.com.au/companies/asic-795441/reviews']}"
